Score-ScoreOther,ScoreOther-Score,Number of Records,Score (bin),Emotion,Id Of The Other In The Pair,Id,One Of The Pairs And With Hashtag Flag,One Of The Pairs Flag,Query Hashtag,Score Of The Other,Score,Testflag,Tweet Of The Other In The Pair,Tweet
0.021,-0.021,1,0.30,fear,21291,21290,one of the pairs,1,awful,0.312,0.333,test,The #Texans should never play a prime time game again...this is  #TNF,The #Texans should never play a prime time game again...this is #awful #TNF
0.063,-0.063,1,0.10,fear,22122,22121,one of the pairs,1,breathless,0.083,0.146,test,"@noveliciouss OMG, that's such a beautiful quote.  #amwriting","@noveliciouss OMG, that's such a beautiful quote. #breathless #amwriting"
0.209,-0.209,1,0.65,fear,21485,21484,one of the pairs,1,bully,0.479,0.688,test,@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean  #stoppickingonwomen,@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean #bully  #stoppickingonwomen
0,0,1,0.40,fear,21672,21671,one of the pairs,1,bully,0.438,0.438,test,@60DaysInJail Dafron is hands down the biggest loser on the planet!!! Typical  #lifer,@60DaysInJail Dafron is hands down the biggest loser on the planet!!! Typical #bully #lifer
0.146,-0.146,1,0.45,fear,21827,21826,one of the pairs,1,bully,0.333,0.479,test,"@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness.","@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness. #bully"
0.168,-0.168,1,0.45,fear,21424,21423,one of the pairs,1,bully,0.312,0.48,test,@chelseahandler I don't think your a girls girl #fraud  #celebeffer,@chelseahandler I don't think your a girls girl #fraud #bully #celebeffer
0.146,-0.146,1,0.60,fear,21761,21760,one of the pairs,1,bully,0.5,0.646,test,@City_tv  is like the big bully in class ruining everyone's lunch but instead of taking our lunch money they took away family feud,@City_tv  is like the big bully in class ruining everyone's lunch but instead of taking our lunch money they took away family feud #bully
0.021,-0.021,1,0.50,fear,21373,21372,one of the pairs,1,bully,0.521,0.542,test,"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are.","@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. #bully"
0.136,-0.136,1,0.65,fear,21489,21488,one of the pairs,1,bully,0.544,0.68,test,"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack","@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully"
0.125,-0.125,1,0.50,fear,21375,21374,one of the pairs,1,bully,0.417,0.542,test,@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted,@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted #bully
0.29,-0.29,1,0.40,fear,21640,21639,one of the pairs,1,bully,0.148,0.438,test,@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe,@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe #bully
0,0,1,0.45,fear,21894,21893,one of the pairs,1,bully,0.479,0.479,test,@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter  #bbcnews #skynews,@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter #bully #bbcnews #skynews
0.021,-0.021,1,0.50,fear,21299,21298,one of the pairs,1,bully,0.521,0.542,test,Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now.  #tripadvisor,Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now. #bully #tripadvisor
0.292,-0.292,1,0.35,fear,21697,21696,one of the pairs,1,bully,0.104,0.396,test,Back on my,Back on my #bully
0.02,-0.02,1,0.45,fear,21779,21778,one of the pairs,1,bully,0.438,0.458,test,Mom you remember when Narley died? You cried like a baby!,Mom you remember when Narley died? You cried like a baby! #bully
0.291,-0.291,1,0.70,fear,21875,21874,one of the pairs,1,bully,0.438,0.729,test,Omg I actually thought she was going to jump.  #SouthPark20 #southpark,Omg I actually thought she was going to jump. #bully #SouthPark20 #southpark
0.134,-0.134,1,0.65,fear,21566,21565,one of the pairs,1,concern,0.542,0.676,test,"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway.","It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern"
0.229,-0.229,1,0.50,fear,22111,22110,one of the pairs,1,despair,0.271,0.5,test,If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime  #shortsightedness #celebrities,If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime #despair #shortsightedness #celebrities
-0.008000000,0.008000000,1,0.65,fear,21868,21869,one of the pairs,1,despair,0.675,0.667,test,"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do?","It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair"
0.229,-0.229,1,0.90,fear,21296,21295,one of the pairs,1,despair,0.688,0.917,test,Time for some despair #SDR3  #fuckthisanime,Time for some despair #SDR3 #despair #fuckthisanime
0.19,-0.19,1,0.25,fear,21953,21952,one of the pairs,1,discourage,0.07,0.26,test,♪OLD FISH,♪OLD FISH  #discourage
0.097,-0.097,1,0.65,fear,21769,21768,one of the pairs,1,dread,0.553,0.65,test,Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do,Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do #dread
0.045,-0.045,1,0.45,fear,21356,21355,one of the pairs,1,dreadful,0.438,0.483,test,@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail,@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful
-0.021,0.021,1,0.35,fear,22244,22245,one of the pairs,1,dreadful,0.375,0.354,test,In other news. My legs hurt. #running #5kin26mins  #flatfeet,In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet
0.104,-0.104,1,0.45,fear,21335,21334,one of the pairs,1,fear,0.375,0.479,test,"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to","@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to #fear"
0.426,-0.426,1,0.60,fear,21810,21809,one of the pairs,1,fear,0.213,0.639,test,@tomsteinfort expected i thought,@tomsteinfort expected i thought #fear
0.191,-0.191,1,0.60,fear,21644,21643,one of the pairs,1,fear,0.438,0.629,test,#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the,#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the #fear
0.114,-0.114,1,0.50,fear,21492,21491,one of the pairs,1,fear,0.396,0.51,test,#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership,#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership #fear
0,0,1,0.25,fear,22097,22098,one of the pairs,1,fear,0.25,0.25,test,"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over  #Moses","Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over #fear #Moses"
0,0,1,0.70,fear,21589,21590,one of the pairs,1,fear,0.708,0.708,test,If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society.,If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. #fear
0.101,-0.101,1,0.35,fear,21808,21807,one of the pairs,1,fear,0.25,0.351,test,Loving @challengesophie @TEDx talk #challenge  #map #inspiration #stayunstoppable,Loving @challengesophie @TEDx talk #challenge #fear #map #inspiration #stayunstoppable
0.208,-0.208,1,0.70,fear,21293,21292,one of the pairs,1,fear,0.521,0.729,test,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media #fear
0.104,-0.104,1,0.70,fear,21265,21264,one of the pairs,1,fear,0.625,0.729,test,US you need to band together not apart #nevertrump he promotes hatred and fuels,US you need to band together not apart #nevertrump he promotes hatred and fuels #fear
0.104,-0.104,1,0.25,fear,21262,21261,one of the pairs,1,fear,0.188,0.292,test,What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation  #success #hustle,What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle
0.35,-0.35,1,0.80,fear,21436,21435,one of the pairs,1,fear,0.462,0.812,test,Why is it so windy? So glad I didn't ride my bike.  #wind,Why is it so windy? So glad I didn't ride my bike. #fear #wind
-0.042,0.042,1,0.80,fear,21785,21786,one of the pairs,1,fearful,0.875,0.833,test,@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️,@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ #fearful
0.042,-0.042,1,0.40,fear,21746,21745,one of the pairs,1,ghastly,0.375,0.417,test,@Justin_Gau @JamesMelville You certainly wouldn't catch me with the multitude.,@Justin_Gau @JamesMelville You certainly wouldn't catch me with the multitude. #ghastly
-0.141,0.141,1,0.15,fear,21615,21616,one of the pairs,1,haunt,0.337,0.196,test,"Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa","Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt"
-0.084,0.084,1,0.30,fear,21365,21366,one of the pairs,1,horrible,0.417,0.333,test,@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery. #cable  #service,@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service
0.021,-0.021,1,0.45,fear,21271,21270,one of the pairs,1,horrible,0.458,0.479,test,@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom,@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible
0.141,-0.141,1,0.70,fear,22131,22130,one of the pairs,1,horrible,0.567,0.708,test,@YahooFantasy update may have been the worst mistake of my day,@YahooFantasy update may have been the worst mistake of my day #horrible
0.146,-0.146,1,0.40,fear,21450,21449,one of the pairs,1,horrible,0.292,0.438,test,I can't believe @HoustonTexans can't put up even 3 points on @Patriots  #hugeletdown,I can't believe @HoustonTexans can't put up even 3 points on @Patriots #horrible #hugeletdown
0.099,-0.099,1,0.30,fear,22072,22071,one of the pairs,1,horrible,0.213,0.312,test,"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes.","I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. #horrible"
0.292,-0.292,1,0.35,fear,21525,21524,one of the pairs,1,horrible,0.062,0.354,test,What's up Cowboys?,What's up Cowboys? #horrible
0.229,-0.229,1,0.50,fear,21503,21502,one of the pairs,1,horrible,0.271,0.5,test,whats with these boxes when i search google on chrome  #distracting,whats with these boxes when i search google on chrome #horrible #distracting
-0.062,0.062,1,0.40,fear,21603,21604,one of the pairs,1,horrid,0.5,0.438,test,I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @FastLaneInt,I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @FastLaneInt #horrid
0.125,-0.125,1,0.60,fear,21933,21932,one of the pairs,1,horrific,0.521,0.646,test,Another day Another flight 🙈  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet  #alwaysdelayed,Another day Another flight 🙈  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet #horrific #alwaysdelayed
0.25,-0.25,1,0.35,fear,21803,21802,one of the pairs,1,horrific,0.125,0.375,test,Chart music is pretty much ALL the same..,Chart music is pretty much ALL the same.. #horrific
-0.084,0.084,1,0.30,fear,22124,22125,one of the pairs,1,horror,0.396,0.312,test,#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!!,#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! #horror
0.152,-0.152,1,0.35,fear,21637,21636,one of the pairs,1,horror,0.208,0.36,test,Happy 69th @StephenKing! May u keep haunting us for many years.  #writing,Happy 69th @StephenKing! May u keep haunting us for many years. #horror #writing
0.104,-0.104,1,0.30,fear,22090,22089,one of the pairs,1,horror,0.208,0.312,test,"Happy Birthday to my favorite author, @StephenKing  #writer #author","Happy Birthday to my favorite author, @StephenKing #horror #writer #author"
0.021,-0.021,1,0.25,fear,21956,21955,one of the pairs,1,horror,0.271,0.292,test,Huge congrats to my friends at @VoidMovie on the #USAPREMIERE tomorrow! #film  #thevoid #featurefilm #scaryshit,Huge congrats to my friends at @VoidMovie on the #USAPREMIERE tomorrow! #film #horror #thevoid #featurefilm #scaryshit
0.084000000,-0.084000000,1,0.75,fear,21538,21537,one of the pairs,1,horror,0.708,0.792,test,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror
0.108,-0.108,1,0.70,fear,21476,21475,one of the pairs,1,intimidated,0.6,0.708,test,@SeanUnfiltered Texans are scared of this bunch!,@SeanUnfiltered Texans are scared of this bunch! #intimidated
0.23,-0.23,1,0.40,fear,21412,21411,one of the pairs,1,intimidated,0.208,0.438,test,this girl at my new school is so pretty i am,this girl at my new school is so pretty i am #intimidated
0.005,-0.005,1,0.40,fear,21911,21910,one of the pairs,1,intimidation,0.417,0.422,test,@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire,@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire #intimidation
0.312,-0.312,1,0.50,fear,21311,21310,one of the pairs,1,nervous,0.208,0.52,test,@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before!,@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! #nervous
0.25,-0.25,1,0.80,fear,21468,21467,one of the pairs,1,nervous,0.562,0.812,test,@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out,@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out #nervous
0.208,-0.208,1,0.85,fear,22019,22018,one of the pairs,1,nervous,0.667,0.875,test,Beginning the process to see if working is an option. #mentalhealth #complexptsd,Beginning the process to see if working is an option. #mentalhealth #complexptsd #nervous
0.29,-0.29,1,0.75,fear,21694,21693,one of the pairs,1,nervous,0.481,0.771,test,Bring on my interview at hospital tho 🙈🙈,Bring on my interview at hospital tho 🙈🙈 #nervous
0.062000000,-0.062000000,1,0.75,fear,22162,22161,one of the pairs,1,nervous,0.688,0.75,test,Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦  #timetogrind,Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦 #nervous #timetogrind
0.431,-0.431,1,0.85,fear,21556,21555,one of the pairs,1,nervous,0.444,0.875,test,First College Math Test tomorrow,First College Math Test tomorrow #nervous
0.209,-0.209,1,0.75,fear,21602,21601,one of the pairs,1,nervous,0.562,0.771,test,First day of fall quarter tomorrow.  😰  #excited #anxious #blargh,First day of fall quarter tomorrow.  😰 #nervous #excited #anxious #blargh
0.458,-0.458,1,0.80,fear,21543,21542,one of the pairs,1,nervous,0.375,0.833,test,"I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay","I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay #nervous"
0.313,-0.313,1,0.50,fear,21764,21763,one of the pairs,1,nervous,0.229,0.542,test,I wonder if Corey will vote for Nicole?? #snacole #bb18 #paulsgonnawin #finale #halfamill,I wonder if Corey will vote for Nicole?? #snacole #bb18 #paulsgonnawin #finale #halfamill #nervous
0.021,-0.021,1,0.60,fear,22129,22128,one of the pairs,1,nervous,0.604,0.625,test,"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends","Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends #nervous"
0.206,-0.206,1,0.60,fear,22033,22032,one of the pairs,1,nervous,0.44,0.646,test,Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time!,Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time! #nervous
0.217,-0.217,1,0.80,fear,21726,21725,one of the pairs,1,nervous,0.625,0.842,test,Need good vibes for my doctors appointment tomorrow!,Need good vibes for my doctors appointment tomorrow! #nervous
0.396,-0.396,1,0.60,fear,21408,21407,one of the pairs,1,nervous,0.229,0.625,test,On the way to Laser Vista ... lens implantation ... #LaserVista  #happy,On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy
0.166,-0.166,1,0.80,fear,21878,21877,one of the pairs,1,nervous,0.667,0.833,test,T minus 10 hours till I meet with a designer who wants me to model his new fashion line 😬😶 !!!,T minus 10 hours till I meet with a designer who wants me to model his new fashion line 😬😶 #nervous!!!
0.271,-0.271,1,0.75,fear,21363,21362,one of the pairs,1,nervous,0.5,0.771,test,When you just want all the attention #cantsleep,When you just want all the attention #cantsleep #nervous
0.354,-0.354,1,0.70,fear,21480,21479,one of the pairs,1,nightmare,0.375,0.729,test,@AfroNewtzz also your car hahahah 'oh we've broken down lemme just rearrange the car quickly',@AfroNewtzz also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' #nightmare
0.497,-0.497,1,0.70,fear,22102,22101,one of the pairs,1,nightmare,0.208,0.705,test,@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ?,@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ? #nightmare
0.146,-0.146,1,0.70,fear,21465,21464,one of the pairs,1,nightmare,0.562,0.708,test,@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50,@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 #nightmare
0.146,-0.146,1,0.50,fear,21861,21860,one of the pairs,1,nightmare,0.375,0.521,test,@MLB @JoeyBats19 Sam Dyson is probably having flashbacks right about now.,@MLB @JoeyBats19 Sam Dyson is probably having flashbacks right about now. #nightmare
0.333,-0.333,1,0.55,fear,21749,21748,one of the pairs,1,nightmare,0.25,0.583,test,@wowairsupport it world be great if the live support was actually helpful,@wowairsupport it world be great if the live support was actually helpful #nightmare
0.07,-0.07,1,0.50,fear,21474,21473,one of the pairs,1,nightmare,0.458,0.528,test,Am I the only one with parking sensors who still manages to reverse into things?,Am I the only one with parking sensors who still manages to reverse into things? #nightmare
0.195,-0.195,1,0.65,fear,21283,21282,one of the pairs,1,nightmare,0.491,0.686,test,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare
0.459,-0.459,1,0.65,fear,21731,21730,one of the pairs,1,nightmare,0.208,0.667,test,Editing a father of the bride speech. At 3 minutes in she tells him to wrap it up. He goes on for 12 more minutes.,Editing a father of the bride speech. At 3 minutes in she tells him to wrap it up. He goes on for 12 more minutes. #nightmare
0.292,-0.292,1,0.60,fear,21706,21705,one of the pairs,1,nightmare,0.354,0.646,test,"Hey @PapaJohnsUK I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!!","Hey @PapaJohnsUK I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!! #nightmare"
0.168,-0.168,1,0.65,fear,22055,22054,one of the pairs,1,nightmare,0.52,0.688,test,I had really strange and awful dreams last night. I'd didn't even eat cheese before bed  #lovemysleep,I had really strange and awful dreams last night. I'd didn't even eat cheese before bed #nightmare #lovemysleep
0.149,-0.149,1,0.85,fear,22083,22082,one of the pairs,1,nightmare,0.705,0.854,test,Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready.,Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready. #nightmare
0.125,-0.125,1,0.60,fear,21536,21535,one of the pairs,1,nightmare,0.5,0.625,test,realising you have no conditioner after already shampooing 😓😓,realising you have no conditioner after already shampooing 😓😓 #nightmare
0.188,-0.188,1,0.60,fear,22080,22079,one of the pairs,1,nightmare,0.458,0.646,test,Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC,Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC #nightmare
-0.079,0.079,1,0.75,fear,22062,22063,one of the pairs,1,nightmare,0.85,0.771,test,Was actually just watching AHS while half covering my eyes #scared #Roanoke  #AHSRoanoke,Was actually just watching AHS while half covering my eyes #scared #Roanoke #nightmare #AHSRoanoke
0.146,-0.146,1,0.85,fear,22006,22005,one of the pairs,1,nightmare,0.75,0.896,test,"😩😩😩😩 heads melted, very tired but can't sleep.","😩😩😩😩 heads melted, very tired but can't sleep. #nightmare"
0.417,-0.417,1,0.75,fear,21415,21414,one of the pairs,1,panic,0.354,0.771,test,"@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO.","@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO. #panic"
0.25,-0.25,1,0.75,fear,22187,22186,one of the pairs,1,panic,0.5,0.75,test,@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke,@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic
0.187,-0.187,1,0.85,fear,22140,22139,one of the pairs,1,panic,0.667,0.854,test,10 page script due Friday for class. Who said I could do this MFA thing?  #GradSchoolProblems #someonetelltinafeytohireme,10 page script due Friday for class. Who said I could do this MFA thing? #panic #GradSchoolProblems #someonetelltinafeytohireme
0.167,-0.167,1,0.50,fear,21838,21837,one of the pairs,1,panic,0.375,0.542,test,Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival!  #murraymcdavid #whisky #drams,Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #panic #murraymcdavid #whisky #drams
0.458,-0.458,1,0.80,fear,21946,21945,one of the pairs,1,panic,0.375,0.833,test,Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?,Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?  #panic
0.146,-0.146,1,0.75,fear,21863,21862,one of the pairs,1,panic,0.604,0.75,test,It's a Moving Day! #stress  #hope,It's a Moving Day! #stress #panic #hope
0.171,-0.171,1,0.70,fear,22074,22073,one of the pairs,1,panic,0.542,0.713,test,Left my phone in Mcds,Left my phone in Mcds #panic
0.458,-0.458,1,0.75,fear,21317,21316,one of the pairs,1,panic,0.292,0.75,test,second episode of AHS 6 here i go,second episode of AHS 6 here i go #panic
0.021,-0.021,1,0.85,fear,21522,21521,one of the pairs,1,panic,0.875,0.896,test,There is nothing like being in the shower when the power goes out 😳 #creepy,There is nothing like being in the shower when the power goes out 😳 #creepy #panic
0.146,-0.146,1,0.70,fear,21689,21688,one of the pairs,1,panic,0.562,0.708,test,THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP.,THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP. #panic
0.042,-0.042,1,0.60,fear,21859,21858,one of the pairs,1,restless,0.604,0.646,test,Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn!,Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! #restless
-0.063,0.063,1,0.45,fear,22167,22168,one of the pairs,1,restless,0.521,0.458,test,"Just Laying Here, Can't Sleep 4 Some Reason","Just Laying Here, Can't Sleep 4 Some Reason #restless"
0.307,-0.307,1,0.50,fear,21406,21405,one of the pairs,1,restless,0.214,0.521,test,Multitasking .... I may have to induce these seeds of mine to sleep.,Multitasking .... I may have to induce these seeds of mine to sleep. #restless
0.104,-0.104,1,0.80,fear,21607,21606,one of the pairs,1,restless,0.708,0.812,test,Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy,Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless
0.066,-0.066,1,0.40,fear,21572,21571,one of the pairs,1,restless,0.354,0.42,test,"When's it all finished, you will discover that it was never random! #thoughts  #CrossoverLife","When's it all finished, you will discover that it was never random! #thoughts #restless #CrossoverLife"
-0.021000000,0.021000000,1,0.55,fear,22038,22039,one of the pairs,1,revolting,0.583,0.562,test,"@tcarrels  \nSo when exactly did you lose your mind, pal? \n #Trump #fraud #misogynist #liar #psychopath #narcissist  #conartist","@tcarrels  \nSo when exactly did you lose your mind, pal? \n#Trump #fraud #misogynist #liar #psychopath #narcissist #revolting #conartist"
0.083,-0.083,1,0.75,fear,21709,21708,one of the pairs,1,revolting,0.667,0.75,test,Hope I sleep - no nightmare of Bakewell tarts #yuk  #GBBO,Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO
0.042,-0.042,1,0.60,fear,21398,21397,one of the pairs,1,shake,0.583,0.625,test,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake
0.083,-0.083,1,0.45,fear,21915,21914,one of the pairs,1,shocking,0.375,0.458,test,".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund!",".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! #shocking"
0.229,-0.229,1,0.55,fear,21287,21286,one of the pairs,1,shocking,0.333,0.562,test,@britishairways term 5 security queues at arrivals,@britishairways term 5 security queues at arrivals #shocking
0.146,-0.146,1,0.60,fear,21379,21378,one of the pairs,1,shocking,0.479,0.625,test,@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house!,@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! #shocking
0.086,-0.086,1,0.35,fear,21775,21774,one of the pairs,1,shocking,0.312,0.398,test,"@LucidHurricane_ wait, you mean he wasn't armed with a book?","@LucidHurricane_ wait, you mean he wasn't armed with a book? #shocking"
0.25,-0.25,1,0.50,fear,21905,21904,one of the pairs,1,shocking,0.271,0.521,test,@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif...,@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif... #shocking
0.125,-0.125,1,0.45,fear,21821,21820,one of the pairs,1,shocking,0.333,0.458,test,@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far . #venkysout,@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far #shocking. #venkysout
0.125,-0.125,1,0.50,fear,22179,22178,one of the pairs,1,shocking,0.417,0.542,test,"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist.","@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking"
